estimating workload which takes just one milisecond
end estimation
2	ld	60	1
2	ld	78	2
2	ld	80	3
2	ld	98	4
2	ld	101	5
2	ld	119	6
2	ld	121	7
2	ld	140	8
2	ld	160	9
2	ld	179	10
2	ld	181	11
2	ld	199	12
2	ld	201	13
2	ld	217	14
2	ld	219	15
2	ld	237	16
2	ld	239	17
2	ld	257	18
2	ld	259	19
2	ld	277	20
2	ld	279	21
2	ld	297	22
2	ld	299	23
2	ld	317	24
2	ld	320	25
2	ld	337	26
2	ld	340	27
2	ld	358	28
2	ld	376	29
2	ld	378	30
2	ld	396	31
2	ld	399	32
2	ld	417	33
2	ld	419	34
2	ld	437	35
2	ld	440	36
2	ld	458	37
2	ld	460	38
2	ld	478	39
2	ld	496	40
2	ld	499	41
2	ld	517	42
2	ld	519	43
2	ld	537	44
2	ld	539	45
2	ld	557	46
2	ld	560	47
2	ld	578	48
2	ld	580	49
2	ld	598	50
2	ld	600	51
2	ld	618	52
2	ld	636	53
2	ld	638	54
2	ld	656	55
2	ld	659	56
2	ld	676	57
2	ld	679	58
2	ld	697	59
2	ld	699	60
2	ld	717	61
2	ld	720	62
2	ld	737	63
2	ld	740	64
2	ld	760	65
2	ld	762	66
2	ld	780	67
2	ld	798	68
2	ld	801	69
2	ld	818	70
2	ld	821	71
2	ld	839	72
2	ld	842	73
2	ld	859	74
2	ld	862	75
2	ld	880	76
2	ld	882	77
2	ld	900	78
2	ld	918	79
2	ld	921	80
2	ld	938	81
2	ld	941	82
2	ld	959	83
2	ld	961	84
2	ld	979	85
2	ld	982	86
2	ld	999	87
2	ld	1002	88
2	ld	1020	89
2	ld	1022	90
2	ld	1040	91
2	ld	1058	92
2	ld	1061	93
2	ld	1078	94
2	ld	1081	95
2	ld	1099	96
2	ld	1101	97
2	ld	1119	98
2	ld	1122	99
2	ld	1140	100
1	ld	65	1
1	ld	83	2
1	ld	86	3
1	ld	104	4
1	ld	106	5
1	ld	124	6
1	ld	144	7
1	ld	164	8
1	ld	183	9
1	ld	186	10
1	ld	203	11
1	ld	206	12
1	ld	222	13
1	ld	224	14
1	ld	241	15
1	ld	244	16
1	ld	261	17
1	ld	264	18
1	ld	282	19
1	ld	285	20
1	ld	302	21
1	ld	305	22
1	ld	323	23
1	ld	341	24
1	ld	343	25
1	ld	361	26
1	ld	363	27
1	ld	381	28
1	ld	384	29
1	ld	402	30
1	ld	404	31
1	ld	422	32
1	ld	425	33
1	ld	442	34
1	ld	445	35
1	ld	463	36
1	ld	481	37
1	ld	484	38
1	ld	501	39
1	ld	504	40
1	ld	522	41
1	ld	525	42
1	ld	542	43
1	ld	545	44
1	ld	563	45
1	ld	581	46
1	ld	584	47
1	ld	601	48
1	ld	604	49
1	ld	621	50
1	ld	624	51
1	ld	641	52
1	ld	644	53
1	ld	662	54
1	ld	664	55
1	ld	682	56
1	ld	685	57
1	ld	702	58
1	ld	705	59
1	ld	723	60
1	ld	725	61
1	ld	748	62
1	ld	751	63
1	ld	769	64
1	ld	771	65
1	ld	789	66
1	ld	792	67
1	ld	810	68
1	ld	812	69
1	ld	830	70
1	ld	848	71
1	ld	851	72
1	ld	868	73
1	ld	871	74
1	ld	889	75
1	ld	892	76
1	ld	909	77
1	ld	912	78
1	ld	930	79
1	ld	948	80
1	ld	950	81
1	ld	968	82
1	ld	970	83
1	ld	988	84
1	ld	991	85
1	ld	1008	86
1	ld	1011	87
1	ld	1029	88
1	ld	1032	89
1	ld	1049	90
1	ld	1052	91
1	ld	1070	92
1	ld	1088	93
1	ld	1091	94
1	ld	1108	95
1	ld	1111	96
1	ld	1129	97
1	ld	1132	98
1	ld	1147	99
1	ld	1149	100
3	ld	56	1
3	ld	69	2
3	ld	72	3
3	ld	89	4
3	ld	92	5
3	ld	110	6
3	ld	112	7
3	ld	132	8
3	ld	152	9
3	ld	172	10
3	ld	190	11
3	ld	208	12
3	ld	226	13
3	ld	228	14
3	ld	246	15
3	ld	248	16
3	ld	266	17
3	ld	268	18
3	ld	286	19
3	ld	289	20
3	ld	307	21
3	ld	310	22
3	ld	327	23
3	ld	330	24
3	ld	348	25
3	ld	366	26
3	ld	368	27
