estimating workload which takes just one milisecond
end estimation
3	ld	386	28
3	ld	389	29
3	ld	407	30
3	ld	409	31
3	ld	427	32
3	ld	430	33
3	ld	448	34
3	ld	466	35
3	ld	468	36
3	ld	486	37
3	ld	489	38
3	ld	507	39
3	ld	509	40
3	ld	527	41
3	ld	530	42
3	ld	548	43
3	ld	566	44
3	ld	568	45
3	ld	586	46
3	ld	589	47
3	ld	606	48
3	ld	609	49
3	ld	626	50
3	ld	629	51
3	ld	646	52
3	ld	649	53
3	ld	667	54
3	ld	670	55
3	ld	687	56
3	ld	690	57
3	ld	708	58
3	ld	726	59
3	ld	728	60
3	ld	743	61
3	ld	746	62
3	ld	764	63
3	ld	766	64
3	ld	784	65
3	ld	787	66
3	ld	805	67
3	ld	807	68
3	ld	825	69
3	ld	843	70
3	ld	846	71
3	ld	864	72
3	ld	866	73
3	ld	884	74
3	ld	887	75
3	ld	905	76
3	ld	907	77
3	ld	925	78
3	ld	943	79
3	ld	946	80
3	ld	963	81
3	ld	966	82
3	ld	984	83
3	ld	986	84
3	ld	1004	85
3	ld	1007	86
3	ld	1025	87
3	ld	1027	88
3	ld	1045	89
3	ld	1063	90
3	ld	1066	91
3	ld	1083	92
3	ld	1086	93
3	ld	1104	94
3	ld	1107	95
3	ld	1124	96
3	ld	1127	97
3	ld	1142	98
3	ld	1156	99
3	ld	1158	100
0	ld	75	1
0	ld	93	2
0	ld	96	3
0	ld	114	4
0	ld	116	5
0	ld	135	6
0	ld	155	7
0	ld	175	8
0	ld	193	9
0	ld	196	10
0	ld	211	11
0	ld	214	12
0	ld	231	13
0	ld	234	14
0	ld	253	15
0	ld	255	16
0	ld	273	17
0	ld	291	18
0	ld	293	19
0	ld	311	20
0	ld	314	21
0	ld	332	22
0	ld	334	23
0	ld	352	24
0	ld	355	25
0	ld	372	26
0	ld	375	27
0	ld	393	28
0	ld	411	29
0	ld	413	30
0	ld	431	31
0	ld	434	32
0	ld	452	33
0	ld	454	34
0	ld	472	35
0	ld	475	36
0	ld	493	37
0	ld	495	38
0	ld	513	39
0	ld	531	40
0	ld	534	41
0	ld	551	42
0	ld	554	43
0	ld	572	44
0	ld	574	45
0	ld	592	46
0	ld	595	47
0	ld	612	48
0	ld	615	49
0	ld	632	50
0	ld	635	51
0	ld	652	52
0	ld	655	53
0	ld	673	54
0	ld	675	55
0	ld	693	56
0	ld	711	57
0	ld	714	58
0	ld	731	59
0	ld	734	60
0	ld	754	61
0	ld	757	62
0	ld	775	63
0	ld	777	64
0	ld	795	65
0	ld	813	66
0	ld	816	67
0	ld	833	68
0	ld	836	69
0	ld	853	70
0	ld	856	71
0	ld	874	72
0	ld	876	73
0	ld	894	74
0	ld	897	75
0	ld	915	76
0	ld	917	77
0	ld	935	78
0	ld	953	79
0	ld	956	80
0	ld	974	81
0	ld	976	82
0	ld	994	83
0	ld	997	84
0	ld	1015	85
0	ld	1017	86
0	ld	1035	87
0	ld	1053	88
0	ld	1056	89
0	ld	1073	90
0	ld	1076	91
0	ld	1094	92
0	ld	1096	93
0	ld	1114	94
0	ld	1117	95
0	ld	1135	96
0	ld	1150	97
0	ld	1152	98
0	ld	1155	99
0	ld	1161	100
